title,full_text,generated,full_text_original
라퍼스빌-요나,"스위스 근교의 가장 큰 도시인 라퍼스빌은 시내에서 탈피한 제정 러시아, 특히 취리히 지역의 교역자, 곧장 네덜란드, 빙터, 레바논으로 소문난다.",1,"스위스 근교에서 가장 큰 도시인 라퍼스빌은 시내에서 탈피한 제정 러시아, 특히 취리히 지역의 교역자, 곧장 네덜란드, 빙터, 레바논"
똥 밟았네,국내 업체 사이트에 게시된 19세 이하 관람 금지 판정을 받은 21세 이상 남자들이 자신의 아이디를 이용해 쉽게 욕설을 없애 달라고 신청하는 일이 생기게 되었다.,1,국내 업체 사이트에 게시된 19세 이하 관람 금지 판정을 받은 21세 초과 남자들이 자신의 아이디를 이용해 쉽게 욕설을 삭제해 달라고 신청하는 일이 생기게 되었다.
이희헌 (조선),조선 왕조에서 후계자로 신봉한 서예와 주자학을 다루는 것을 평평하게 된 외동딸 김제(外交) 한국은 두 나라와 비슷한 직업을 갖게 되었다.,1,조선 왕조에서 후계자로 신봉한 서예와 주자학을 다루는 것을 평평하게 된 외동딸 김제(外交) 한국은 두 나라와 비슷한 직업을 갖게 되었다.
오릭스 버펄로스,"한큐 야구단은 지난 2005년부터 운영 중인데, 80여 년간 오릭스 계열의 모기업으로 삼아왔다.",1,"한큐 야구단은 80여 년간 운영되어 오릭스 계열의 모기업으로 취급되어 왔는데, 지난 2005년부터는 운영이 두 회사에서 분리되었다."
대각성 (운동),"안준호 선교인은 1907년에서 1980년까지 서울대 로스쿨에서 공부했으며, 한국사회에 적을 두고 있던 안사람 김구 선생님의 평판을 들은 경외한 신임을 받았다.",1,1907년에서 1980년까지 서울대 로스쿨에서 수학한 선교사 안준호 선생님은 한국사회에 적을 두고 있던 안사람 김구 선생의 평판을 들은 경외한 신임을
안근,"안근(案》) 노문과 문필가 안은 색태가 검정색인 것은 두고, 노랑색은 청록( 검정색이 계열인 것), 청랑(노랑",1,"안근(案》) 노문과 문필가 안은 색태가  검정색인 것은 두고, 노랑색은 청색( 검정색이 계열인 것), 청록(노"
1세대 원자로,이란 핵 발전소와 러시아 원자력 발전소 등은 대단히 놀란 원자력 정책을 갖고,1,원자력 정책을 수정했는데 이란 핵 발전소와 러시아 원자력 발전소 등등은 놀라울 정도로 매우 놀라웠습니다.
인공지진,"이 문서는 지구의 지각에 응력을 가해 가해하는 대지진이 일어났을 때 또는 지구가 지구를 휩쓸었던 다른 혹자들의 지진이 발생했을 때도, 미처 알 수 없는 출처에서 떠들어온 것이다.",1,"이 문서는 지구의 지각에 응력을 가해 가해하는 대지진이 일어났을 때나 지구가 지구를 휩쓸었던 다른 혹자들의 지진이 발생했을 때도, 미처 알 수 없는 출처"
대한민국의 이민정책,"외국인 정책 위원회는 2003년 조직되었지만 현재 정부출연기관인 외국인정책위원회(NOCOC), 외교통상부(현 기획재정부) 등의 장위 설치 및 비부패적 업무가 다수 다수",1,"외국인 정책 위원회는 2003년 설립되었지만 지금 정부출연기관인 외국인정책위원회(NOCOC), 외교통상부(현 기획재정부) 등의 장위 설치 및 비부패적 업무가 다수 다수"
비유사성의 기준,특히 유대인은 템플 스테이츠나 예배당으로부터 예수를 지반으로 한 옛적 그리스도교계의 기본적표준을 저버리지 않는 ‘유리천장’이 통,1,특히 유대인은 템플 스테이츠나 예배당으로부터 예수를 지반으로 한 옛적 그리스도교계의 기본적표준을 저버리지 않는 ‘유리천장’이 통틀어 일
5.7 × 28 mm,"이 총탄이 민간 어선들에게 안전의 기회를 주었는데, 이는 너구리 패스와 유사하다.",1,"이 총탄이 민간 어선들에게 안전한 귀결을 선사할 수 있게 된 데는, 너구리 패스와 같다."
